latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,source_file,pull_type,brightness,bright_t31,type
36.67543,4.05295,355.85,0.56,0.68,2021-08-10,1340,N,VIIRS,n,2,318.6,42.6,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.65785,5.14746,351.16,0.64,0.72,2021-08-10,1340,N,VIIRS,n,2,297.01,15.71,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.66835,4.04916,367.0,0.55,0.68,2021-08-10,1340,N,VIIRS,h,2,317.16,19.83,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.66861,4.05608,346.19,0.55,0.68,2021-08-10,1340,N,VIIRS,n,2,309.62,19.83,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.66879,4.04584,355.83,0.55,0.68,2021-08-10,1340,N,VIIRS,n,2,316.13,33.83,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.66899,4.05242,367.0,0.56,0.68,2021-08-10,1340,N,VIIRS,h,2,316.71,43.39,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.67262,5.56872,347.77,0.67,0.74,2021-08-10,1340,N,VIIRS,n,2,299.48,9.37,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.67361,5.56105,340.92,0.67,0.74,2021-08-10,1340,N,VIIRS,n,2,299.62,10.03,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.67385,5.57139,338.08,0.67,0.74,2021-08-10,1340,N,VIIRS,n,2,298.61,12.15,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.66811,4.04274,344.75,0.55,0.68,2021-08-10,1340,N,VIIRS,n,2,309.74,13.0,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.74574,4.87724,336.75,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,303.78,6.64,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.74606,4.88909,352.5,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,306.43,6.64,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.74857,4.87089,332.69,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,303.46,12.54,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83932,4.12213,354.76,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,301.65,17.14,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83951,4.12538,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,305.32,17.13,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83951,4.12891,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,306.06,19.14,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83974,4.13236,335.04,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,303.6,17.13,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53518,4.205,316.06,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.79,3.44,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53485,4.21288,314.7,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.99,3.44,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53457,4.21923,314.45,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.03,2.81,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83928,4.11857,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,306.62,10.96,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53431,4.22547,314.56,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.24,2.81,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53368,4.23992,315.07,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.44,2.79,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53345,4.24541,316.01,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.67,3.09,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53325,4.25022,317.18,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.89,3.09,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53303,4.2551,318.18,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.72,3.68,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5328,4.11303,314.63,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.98,10.63,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53276,4.26137,320.8,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.04,3.68,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53256,4.11887,316.12,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.94,4.14,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53399,4.23279,314.76,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.03,2.79,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83913,4.11525,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,308.78,17.14,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83905,4.11177,346.18,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,304.62,10.96,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.833,4.12698,348.16,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,306.12,19.14,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.74888,4.88554,367.0,0.62,0.71,2021-08-10,1340,N,VIIRS,h,2,309.13,18.56,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.7491,4.89546,331.19,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,304.61,18.56,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.7526,4.88363,367.0,0.62,0.71,2021-08-10,1340,N,VIIRS,h,2,306.62,17.57,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.75293,4.89535,367.0,0.62,0.71,2021-08-10,1340,N,VIIRS,h,2,310.57,52.16,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.75547,4.88044,348.75,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,303.85,18.56,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.75574,4.89292,367.0,0.62,0.71,2021-08-10,1340,N,VIIRS,h,2,309.64,18.56,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.75592,4.90112,330.06,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,302.43,25.96,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.75936,4.88564,346.19,0.62,0.71,2021-08-10,1340,N,VIIRS,n,2,303.94,17.57,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.76185,6.3051,367.0,0.74,0.76,2021-08-10,1340,N,VIIRS,h,2,301.34,22.46,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.80493,6.83818,367.0,0.79,0.78,2021-08-10,1340,N,VIIRS,h,2,310.41,210.85,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.81229,6.83912,367.0,0.79,0.78,2021-08-10,1340,N,VIIRS,h,2,309.3,210.85,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.8126,6.83898,367.0,0.79,0.78,2021-08-10,1340,N,VIIRS,h,2,310.71,515.24,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.81965,6.84086,367.0,0.79,0.78,2021-08-10,1340,N,VIIRS,h,2,308.88,208.4,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.81997,6.84079,367.0,0.79,0.78,2021-08-10,1340,N,VIIRS,h,2,309.96,267.87,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83274,4.11629,336.31,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,307.47,10.96,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83282,4.12011,339.4,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,303.96,17.14,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.83299,4.12344,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,306.27,17.13,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.64563,4.13068,351.28,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,307.47,32.86,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5305,4.31078,315.84,0.37,0.58,2021-08-10,219,N,VIIRS,n,2,298.42,7.12,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.64557,5.54349,367.0,0.67,0.74,2021-08-10,1340,N,VIIRS,h,2,305.65,21.79,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63946,4.14059,352.12,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,308.21,42.59,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54433,4.1369,315.44,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.6,5.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54404,4.14369,316.05,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.62,4.17,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54378,4.1497,316.4,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.84,4.17,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54353,4.15558,317.77,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.44,3.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54325,4.16232,317.75,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.2,3.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54295,4.16932,318.09,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.25,4.92,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54265,4.17626,319.81,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.52,4.92,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54459,4.13064,314.89,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,299.55,5.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54238,4.18265,349.1,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,301.83,6.11,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54193,4.19307,323.27,0.52,0.66,2021-08-10,39,N,VIIRS,n,2,299.74,5.93,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54169,4.19873,347.43,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,300.39,5.93,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54135,4.2066,334.17,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.55,6.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54102,4.21419,315.04,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.45,6.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54079,4.21954,314.59,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.71,3.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54055,4.22533,314.65,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.02,3.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54024,4.23231,314.42,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.22,3.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54214,4.18825,331.09,0.52,0.66,2021-08-10,39,N,VIIRS,n,2,299.78,6.11,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53992,4.23961,313.9,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.41,3.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54642,4.23327,313.29,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.17,3.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54702,4.21969,318.64,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.42,3.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
31.74294,5.91592,333.39,0.37,0.58,2021-08-10,40,N,VIIRS,n,2,299.17,4.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
31.74267,5.91998,329.75,0.37,0.58,2021-08-10,40,N,VIIRS,n,2,298.48,3.54,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
31.64862,9.1717,315.09,0.48,0.48,2021-08-10,40,N,VIIRS,n,2,299.58,1.41,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
30.78759,5.51099,337.49,0.39,0.59,2021-08-10,40,N,VIIRS,n,2,300.23,2.99,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
30.78208,5.51042,335.01,0.39,0.59,2021-08-10,40,N,VIIRS,n,2,298.96,2.99,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.55001,4.15019,315.88,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.18,4.17,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54976,4.15619,317.69,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,301.24,3.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54676,4.22577,314.67,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.09,3.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54947,4.16292,322.16,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,301.02,3.88,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54887,4.17684,323.96,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.48,4.92,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54861,4.18289,321.51,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,299.57,6.11,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54838,4.1883,322.58,0.52,0.66,2021-08-10,39,N,VIIRS,n,2,299.49,6.11,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54817,4.19317,323.58,0.52,0.66,2021-08-10,39,N,VIIRS,n,2,299.72,5.93,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5479,4.19933,321.4,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.54,5.93,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54753,4.2078,324.29,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.97,6.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54723,4.21478,351.53,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,300.38,6.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54916,4.17006,333.12,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.9,4.92,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53967,4.24538,314.31,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.33,5.52,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53947,4.25017,314.93,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.79,5.52,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53926,4.25488,315.55,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.71,5.63,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53546,4.19854,320.07,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,300.15,8.9,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63314,4.14451,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,315.55,58.58,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63324,4.14744,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,308.21,72.38,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6333,4.15021,343.75,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,306.19,48.58,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63434,4.18604,347.16,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,306.11,9.24,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63448,4.191,367.0,0.57,0.69,2021-08-10,1340,N,VIIRS,h,2,307.45,14.54,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63462,4.19596,336.59,0.57,0.69,2021-08-10,1340,N,VIIRS,n,2,303.4,14.54,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53569,4.19306,323.54,0.52,0.66,2021-08-10,39,N,VIIRS,n,2,300.09,8.9,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6348,4.19327,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,307.12,32.05,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6372,4.28811,350.6,0.57,0.69,2021-08-10,1340,N,VIIRS,n,2,291.7,43.25,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63774,4.28066,353.47,0.57,0.69,2021-08-10,1340,N,VIIRS,n,2,284.48,46.3,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63791,4.28551,350.04,0.57,0.69,2021-08-10,1340,N,VIIRS,n,2,292.55,46.3,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63898,4.1269,356.33,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,310.66,33.71,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63919,4.13077,355.1,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,319.36,32.86,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63924,4.13425,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,317.38,42.59,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63939,4.13759,367.0,0.56,0.69,2021-08-10,1340,N,VIIRS,h,2,309.81,38.85,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63707,4.28321,367.0,0.57,0.69,2021-08-10,1340,N,VIIRS,h,2,292.67,43.25,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53592,4.18762,348.76,0.52,0.66,2021-08-10,39,N,VIIRS,n,2,301.44,16.46,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53619,4.18142,367.0,0.52,0.67,2021-08-10,39,N,VIIRS,h,2,305.05,16.46,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53645,4.45752,321.03,0.5,0.66,2021-08-10,39,N,VIIRS,n,2,295.07,4.65,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53901,4.26084,316.06,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.88,5.63,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53868,4.26835,316.96,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.8,6.05,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53859,4.12461,315.95,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,299.45,4.14,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53841,4.27455,319.36,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.16,6.05,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53835,4.41569,314.67,0.5,0.66,2021-08-10,39,N,VIIRS,n,2,298.74,7.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53833,4.13058,317.1,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,299.53,3.46,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53818,4.27978,320.98,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.36,6.51,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53804,4.13738,317.72,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.39,3.46,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53794,4.28537,321.85,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,299.68,6.51,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5379,4.42558,314.37,0.5,0.66,2021-08-10,39,N,VIIRS,n,2,298.41,5.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53777,4.14391,318.64,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.22,3.81,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53767,4.29152,317.97,0.51,0.66,2021-08-10,39,N,VIIRS,n,2,298.75,10.07,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53752,4.14984,319.18,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,298.89,3.81,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53727,4.1557,320.22,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,299.33,5.68,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53701,4.16188,321.04,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.59,5.68,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53674,4.16819,322.36,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.24,15.25,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53647,4.17473,324.52,0.52,0.67,2021-08-10,39,N,VIIRS,n,2,300.1,15.25,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63956,4.14355,338.26,0.56,0.69,2021-08-10,1340,N,VIIRS,n,2,307.07,38.85,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6137,5.23618,367.0,0.41,0.6,2021-08-10,219,N,VIIRS,h,2,299.8,8.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61384,4.13713,321.76,0.36,0.57,2021-08-10,219,N,VIIRS,n,2,297.34,1.8,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61423,4.20039,356.08,0.36,0.57,2021-08-10,219,N,VIIRS,n,2,294.87,2.47,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78949,4.60962,367.0,0.62,0.54,2021-08-10,1159,N,VIIRS,h,2,315.57,25.0,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78908,4.67361,367.0,0.62,0.54,2021-08-10,1159,N,VIIRS,h,2,346.96,487.61,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78899,6.01413,348.9,0.53,0.5,2021-08-10,1159,N,VIIRS,n,2,300.4,89.51,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78828,8.60846,346.95,0.39,0.44,2021-08-10,1159,N,VIIRS,n,2,311.13,104.15,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78785,4.60405,367.0,0.62,0.54,2021-08-10,1159,N,VIIRS,h,2,312.79,25.35,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78769,6.02954,335.54,0.52,0.5,2021-08-10,1159,N,VIIRS,n,2,299.45,67.83,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78769,4.60244,355.38,0.62,0.54,2021-08-10,1159,N,VIIRS,n,2,309.84,25.0,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78748,6.27844,345.2,0.51,0.49,2021-08-10,1159,N,VIIRS,n,2,316.41,18.89,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78642,8.59952,367.0,0.39,0.44,2021-08-10,1159,N,VIIRS,h,2,344.3,69.85,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78614,6.02284,356.43,0.52,0.5,2021-08-10,1159,N,VIIRS,n,2,316.42,67.83,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78547,8.59492,349.45,0.39,0.44,2021-08-10,1159,N,VIIRS,n,2,316.67,69.85,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78524,4.63645,356.19,0.62,0.54,2021-08-10,1159,N,VIIRS,n,2,307.33,136.13,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78482,4.61321,354.48,0.62,0.54,2021-08-10,1159,N,VIIRS,n,2,315.93,48.52,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78477,4.65597,354.19,0.62,0.54,2021-08-10,1159,N,VIIRS,n,2,312.89,102.71,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78426,8.60935,348.85,0.39,0.44,2021-08-10,1159,N,VIIRS,n,2,314.67,104.15,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78409,4.67461,367.0,0.62,0.54,2021-08-10,1159,N,VIIRS,h,2,344.75,173.44,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.7834,4.65038,353.68,0.62,0.54,2021-08-10,1159,N,VIIRS,n,2,313.19,36.18,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.7896,4.61126,367.0,0.62,0.54,2021-08-10,1159,N,VIIRS,h,2,318.86,48.52,D,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
